text,label,in_manual
ARR birthday today:) i wish him to get more oscar.,ham,True
i am going to bed now prin,ham,True
Small problem in auction:)punj now asking tiwary,ham,True
Good. Good job. I like entrepreneurs,ham,True
"Haha yeah I see that now, be there in a sec",ham,True
S...i will take mokka players only:),ham,True
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham,True
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham,True
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham,True
Unless it's a situation where YOU GO GURL would be more appropriate,ham,True
"Yo my trip got postponed, you still stocked up?",ham,True
Wake me up at  &lt;#&gt;  am morning:),ham,True
Please tell me you have some of that special stock you were talking about,ham,True
Me too! Have a lovely night xxx,ham,True
"Kate jackson rec center before 7ish, right?",ham,True
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham,True
	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam,True
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382,smishing,True
Lara said she can loan me  &lt;#&gt; .,ham,True
"Its ok, if anybody asks abt me, u tel them..:-P",ham,True
Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ham,True
"K I'm ready,  &lt;#&gt; ?",ham,True
Hurry home. Soup is DONE!,ham,True
"Oh, then your phone phoned me but it disconnected",ham,True
When did dad get back.,ham,True
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham,True
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham,True
As in i want custom officer discount oh.,ham,True
Alright. I'm out--have a good night!,ham,True
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,True
U guys never invite me anywhere :(,ham,True
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends.,spam,True
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ham,True
Where at were hungry too,ham,True
What time should I tell my friend to be around?,ham,True
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com,smishing,True
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham,True
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ham,True
"Aight, you close by or still down around alex's place?",ham,True
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,spam,True
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",ham,True
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",ham,True
Do ü noe if ben is going?,ham,True
"Theoretically yeah, he could be able to come",ham,True
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,ham,True
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. ",ham,True
88066 FROM 88066 LOST 3POUND HELP,spam,True
"Aight no rush, I'll ask jay",ham,True
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",ham,True
U can call me now...,ham,True
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",ham,True
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham,True
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,ham,True
Call me when you get the chance plz &lt;3,ham,True
"Nationwide has noticed your debit card was recently used on 29-11-2016 15:04:43, at APPLE ONLINE STORE for 1267.00 GBP If not you please urgently call fraud prevention on 03303800231 or Int +443303800231. Do not reply by SMS http://www.Nationwide.co.uk",smishing,True
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam,True
WOT U WANNA DO THEN MISSY?,ham,True
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",ham,True
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham,True
Noice. Text me when you're here,ham,True
i cant talk to you now.i will call when i can.dont keep calling.,ham,True
Mmm so yummy babe ... Nice jolt to the suzy,ham,True
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. ",ham,True
Yup but it's not giving me problems now so mayb i'll jus leave it...,ham,True
Hi! You just spoke to TANUSHA. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,True
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam,True
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,smishing,True
Den wat will e schedule b lk on sun?,ham,True
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham,True
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham,True
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham,True
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,ham,True
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",ham,True
Didn't you get hep b immunisation in nigeria.,ham,True
Is avatar supposed to have subtoitles,ham,True
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham,True
ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED(www.bsaitm.in) JOIN BSAITM VIKASPURI 9873000679/9650354070,spam,True
Indeed and by the way it was either or - not both !,ham,True
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham,True
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN.,spam,True
Have you finished work yet? :),ham,True
Surely result will offer:),ham,True
DO U WANT 2 MEET UP 2MORRO,ham,True
Are you not around or just still asleep? :V,ham,True
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham,True
	Please CALL 08712402578 immediately as there is an urgent message waiting for you,smishing,True
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham,True
I though we shd go out n have some fun so bar in town or something – sound ok?,ham,True
	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,smishing,True
"Sorry, I'll call later at night",ham,True
I dont know why she.s not getting your messages,ham,True
You are a big chic. Common. Declare,ham,True
"What i mean was i left too early to check, cos i'm working a 9-6.",ham,True
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham,True
Holy living christ what is taking you so long,ham,True
Aiyo please ü got time meh.,ham,True
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,smishing,True
We currently have a message awaiting your collection. To collect your message just call 08718723815.,smishing,True
Ok i thk i got it. Then u wan me 2 come now or wat?,ham,True
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam,True
Detroit. The home of snow. Enjoy it.,ham,True
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,ham,True
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends�.",ham,True
"Tick, tick, tick ... Babe",ham,True
"Carlos took a while (again), we leave in a minute",ham,True
"Awesome, that gonna be soon or later tonight?",ham,True
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",ham,True
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! ",smishing,True
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham,True
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham,True
"She was supposed to be but couldn't make it, she's still in town though",ham,True
Are you still getting the goods.,ham,True
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham,True
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam,True
Got smaller capacity one? Quite ex...,ham,True
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham,True
Was playng 9 doors game and gt racing on phone lol,ham,True
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",spam,True
Do you know where my lab goggles went,ham,True
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham,True
"not that I know of, most people up here are still out of town",ham,True
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham,True
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham,True
Ok... Sweet dreams...,ham,True
Re your call; You didn't see my facebook huh?,ham,True
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . .",ham,True
